omega,radiating_dof,influenced_dof,wave_direction,added_mass,radiation_damping,diffraction_force_real,diffraction_force_imag,Froude_Krylov_force_real,Froude_Krylov_force_imag,excitation_force_real,excitation_force_imag,inertia_matrix,hydrostatic_stiffness,RAO_real,RAO_imag,g,rho,body_name,water_depth,forward_speed,freq,period,wavenumber,wavelength
0.1,Surge,Heave,1.5707963267948966,129998941786.29915,-4651168762.283374,35087954636.8214,-14069838204.901236,-25276903100.25269,-5755237.570063196,9811051536.568714,-14075593442.471298,0.0,0.0,3.245078030939826e-05,-0.0004999025335272663,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Heave,3.141592653589793,129998941786.29915,-4651168762.283374,25178482161.573208,14068599314.723167,-1034315511.8273382,-3857928063.9412045,24144166649.74587,10210671250.781963,0.0,0.0,0.11920135330308712,1.140040927126921,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Roll,0.2617993877991494,-2968549871249.6655,-864275525564.6786,-140640307546.19598,-201215567061.27423,-153396555225.89236,-157913675287.74722,-294036862772.0884,-359129242349.0215,0.0,0.0,-0.19474217157211715,-0.17430122247502883,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Roll,0.5235987755982988,-2968549871249.6655,-864275525564.6786,-84488969688.68839,-149737110377.90308,-478602113817.79376,-376794326055.82214,-563091083506.4822,-526531436433.7252,0.0,0.0,-0.18909877841312278,-0.03485170043574075,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Roll,1.5707963267948966,-2968549871249.6655,-864275525564.6786,-229053013342.45575,-789227571252.333,-7323835927.224136,-3475384571326.3325,-236376849269.67987,-4264612142578.6655,0.0,0.0,3.245078030939826e-05,-0.0004999025335272663,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Roll,3.141592653589793,-2968549871249.6655,-864275525564.6786,-64872949219.27927,-7594855535.593796,113572734075.77928,105179480188.6083,48699784856.500015,97584624653.01451,0.0,0.0,0.11920135330308712,1.140040927126921,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Pitch,0.2617993877991494,-842300931611600.4,-15456584743954.547,12321938996160.928,-34082483481924.805,5793772323595.823,11862798656195.055,18115711319756.75,-22219684825729.75,0.0,0.0,-0.19474217157211715,-0.17430122247502883,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Pitch,0.5235987755982988,-842300931611600.4,-15456584743954.547,12641554679843.379,-37255909660423.305,4628677723245.305,13906138044772.184,17270232403088.684,-23349771615651.12,0.0,0.0,-0.18909877841312278,-0.03485170043574075,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Pitch,1.5707963267948966,-842300931611600.4,-15456584743954.547,6311815353193.614,-8541834869036.201,-6589493877009.207,-357809425076.6159,-277678523815.5928,-8899644294112.816,0.0,0.0,3.245078030939826e-05,-0.0004999025335272663,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Pitch,3.141592653589793,-842300931611600.4,-15456584743954.547,-38844618681670.17,-2147565793686.8967,6019549501487.261,-10952177697985.361,-32825069180182.91,-13099743491672.258,0.0,0.0,0.11920135330308712,1.140040927126921,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Yaw,0.2617993877991494,2967374020812.1636,1312031317210.3313,20523229263.67856,1625185092989.2422,1036012637843.9991,-437832710549.1876,1056535867107.6777,1187352382440.0547,-0.0,0.0,-0.19474217157211715,-0.17430122247502883,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Yaw,0.5235987755982988,2967374020812.1636,1312031317210.3313,219945225301.32776,2971136886331.308,2407870799283.175,-623226551447.311,2627816024584.5024,2347910334883.997,-0.0,0.0,-0.18909877841312278,-0.03485170043574075,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Yaw,1.5707963267948966,2967374020812.1636,1312031317210.3313,2086251739780.7178,-902022945751.9668,210135827327.84833,2198952292273.9658,2296387567108.566,1296929346521.999,-0.0,0.0,3.245078030939826e-05,-0.0004999025335272663,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Surge,Yaw,3.141592653589793,2967374020812.1636,1312031317210.3313,301738601681.33435,-187758640518.76855,-176469874349.45752,-39530200136.82129,125268727331.87683,-227288840655.58984,-0.0,0.0,0.11920135330308712,1.140040927126921,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Surge,0.2617993877991494,390623194.6075494,-849640865.6499072,-1790022457.6403084,2723477500.2595487,-1727950514.4140866,-823271449.5229046,-3517972972.0543947,1900206050.736644,0.0,0.0,0.023425052545220044,-0.044029234226877455,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Surge,0.5235987755982988,390623194.6075494,-849640865.6499072,-1941504441.5138335,1602995878.8068426,-1841188091.3628478,-1749524610.9952238,-3782692532.8766813,-146528732.1883812,0.0,0.0,0.03303838219906763,-0.04183771348558031,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Surge,1.5707963267948966,390623194.6075494,-849640865.6499072,951189703.4797015,1625561225.0875933,389463961.49253035,-63532196.388344646,1340653664.9722319,1562029028.6992488,0.0,0.0,0.07645578243418649,0.5867708743855289,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Surge,3.141592653589793,390623194.6075494,-849640865.6499072,3795288423.2164702,-1318698563.71298,-1646089477.001748,489629450.2552133,2149198946.214722,-829069113.4577668,0.0,0.0,0.0045908573174539315,-0.009740671579866808,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Sway,0.2617993877991494,76095675157.25569,47770611241.64048,147035114.7421447,724769727.1159929,-460165814.9637357,-216132505.00809026,-313130700.221591,508637222.10790265,1419529153545.4512,0.0,0.023425052545220044,-0.044029234226877455,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Sway,0.5235987755982988,76095675157.25569,47770611241.64048,630620853.8812929,1276643966.0019646,-1011333964.9041994,-995908729.6069078,-380713111.0229064,280735236.3950567,1419529153545.4512,0.0,0.03303838219906763,-0.04183771348558031,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Sway,1.5707963267948966,76095675157.25569,47770611241.64048,3472923928.0086107,-1143138221.8106766,38388.73510503769,-8959426644.61568,3472962316.743716,-10102564866.426357,1419529153545.4512,0.0,0.07645578243418649,0.5867708743855289,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Sway,3.141592653589793,76095675157.25569,47770611241.64048,-13996996.788814336,-74883176.65567458,216191.98155903816,345053.415712595,-13780804.807255298,-74538123.23996198,1419529153545.4512,0.0,0.0045908573174539315,-0.009740671579866808,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Heave,0.2617993877991494,5624811950.777614,-10105679.581481371,10954355509.862206,-12632696681.138422,-1868683266.462098,4318156298.57611,9085672243.400108,-8314540382.562312,0.0,0.0,0.023425052545220044,-0.044029234226877455,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Heave,0.5235987755982988,5624811950.777614,-10105679.581481371,11907463045.139456,-13686937604.119705,-4750742241.1503,5365041237.319605,7156720803.989156,-8321896366.8001,0.0,0.0,0.03303838219906763,-0.04183771348558031,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Heave,1.5707963267948966,5624811950.777614,-10105679.581481371,35087954636.8214,-14069838204.901236,-25276903100.25269,-5755237.570063196,9811051536.568714,-14075593442.471298,0.0,0.0,0.07645578243418649,0.5867708743855289,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Heave,3.141592653589793,5624811950.777614,-10105679.581481371,25178482161.573208,14068599314.723167,-1034315511.8273382,-3857928063.9412045,24144166649.74587,10210671250.781963,0.0,0.0,0.0045908573174539315,-0.009740671579866808,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Roll,0.2617993877991494,74639326745718.44,20029536315065.58,-140640307546.19598,-201215567061.27423,-153396555225.89236,-157913675287.74722,-294036862772.0884,-359129242349.0215,-0.0,0.0,0.023425052545220044,-0.044029234226877455,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Roll,0.5235987755982988,74639326745718.44,20029536315065.58,-84488969688.68839,-149737110377.90308,-478602113817.79376,-376794326055.82214,-563091083506.4822,-526531436433.7252,-0.0,0.0,0.03303838219906763,-0.04183771348558031,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Roll,1.5707963267948966,74639326745718.44,20029536315065.58,-229053013342.45575,-789227571252.333,-7323835927.224136,-3475384571326.3325,-236376849269.67987,-4264612142578.6655,-0.0,0.0,0.07645578243418649,0.5867708743855289,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Roll,3.141592653589793,74639326745718.44,20029536315065.58,-64872949219.27927,-7594855535.593796,113572734075.77928,105179480188.6083,48699784856.500015,97584624653.01451,-0.0,0.0,0.0045908573174539315,-0.009740671579866808,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Pitch,0.2617993877991494,24025685952606.008,3634825196705.1772,12321938996160.928,-34082483481924.805,5793772323595.823,11862798656195.055,18115711319756.75,-22219684825729.75,0.0,0.0,0.023425052545220044,-0.044029234226877455,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Pitch,0.5235987755982988,24025685952606.008,3634825196705.1772,12641554679843.379,-37255909660423.305,4628677723245.305,13906138044772.184,17270232403088.684,-23349771615651.12,0.0,0.0,0.03303838219906763,-0.04183771348558031,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Pitch,1.5707963267948966,24025685952606.008,3634825196705.1772,6311815353193.614,-8541834869036.201,-6589493877009.207,-357809425076.6159,-277678523815.5928,-8899644294112.816,0.0,0.0,0.07645578243418649,0.5867708743855289,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Pitch,3.141592653589793,24025685952606.008,3634825196705.1772,-38844618681670.17,-2147565793686.8967,6019549501487.261,-10952177697985.361,-32825069180182.91,-13099743491672.258,0.0,0.0,0.0045908573174539315,-0.009740671579866808,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Yaw,0.2617993877991494,6054609639732.46,-5327776177285.9375,20523229263.67856,1625185092989.2422,1036012637843.9991,-437832710549.1876,1056535867107.6777,1187352382440.0547,0.0,0.0,0.023425052545220044,-0.044029234226877455,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Yaw,0.5235987755982988,6054609639732.46,-5327776177285.9375,219945225301.32776,2971136886331.308,2407870799283.175,-623226551447.311,2627816024584.5024,2347910334883.997,0.0,0.0,0.03303838219906763,-0.04183771348558031,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Yaw,1.5707963267948966,6054609639732.46,-5327776177285.9375,2086251739780.7178,-902022945751.9668,210135827327.84833,2198952292273.9658,2296387567108.566,1296929346521.999,0.0,0.0,0.07645578243418649,0.5867708743855289,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Sway,Yaw,3.141592653589793,6054609639732.46,-5327776177285.9375,301738601681.33435,-187758640518.76855,-176469874349.45752,-39530200136.82129,125268727331.87683,-227288840655.58984,0.0,0.0,0.0045908573174539315,-0.009740671579866808,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Surge,0.2617993877991494,-15506147690.959867,-3180305648.508513,-1790022457.6403084,2723477500.2595487,-1727950514.4140866,-823271449.5229046,-3517972972.0543947,1900206050.736644,0.0,0.0,0.8031669854059933,-0.9418927876032305,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Surge,0.5235987755982988,-15506147690.959867,-3180305648.508513,-1941504441.5138335,1602995878.8068426,-1841188091.3628478,-1749524610.9952238,-3782692532.8766813,-146528732.1883812,0.0,0.0,0.7186051944899977,-0.9247358564059919,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Surge,1.5707963267948966,-15506147690.959867,-3180305648.508513,951189703.4797015,1625561225.0875933,389463961.49253035,-63532196.388344646,1340653664.9722319,1562029028.6992488,0.0,0.0,0.09368121382095584,-1.0537298130728896,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Surge,3.141592653589793,-15506147690.959867,-3180305648.508513,3795288423.2164702,-1318698563.71298,-1646089477.001748,489629450.2552133,2149198946.214722,-829069113.4577668,0.0,0.0,0.6147495586108439,-0.9152825223171537,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Sway,0.2617993877991494,-395191768.1237742,-65561257.12935691,147035114.7421447,724769727.1159929,-460165814.9637357,-216132505.00809026,-313130700.221591,508637222.10790265,0.0,0.0,0.8031669854059933,-0.9418927876032305,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Sway,0.5235987755982988,-395191768.1237742,-65561257.12935691,630620853.8812929,1276643966.0019646,-1011333964.9041994,-995908729.6069078,-380713111.0229064,280735236.3950567,0.0,0.0,0.7186051944899977,-0.9247358564059919,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Sway,1.5707963267948966,-395191768.1237742,-65561257.12935691,3472923928.0086107,-1143138221.8106766,38388.73510503769,-8959426644.61568,3472962316.743716,-10102564866.426357,0.0,0.0,0.09368121382095584,-1.0537298130728896,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Sway,3.141592653589793,-395191768.1237742,-65561257.12935691,-13996996.788814336,-74883176.65567458,216191.98155903816,345053.415712595,-13780804.807255298,-74538123.23996198,0.0,0.0,0.6147495586108439,-0.9152825223171537,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Heave,0.2617993877991494,-2777901320324.655,-68858977801.451,10954355509.862206,-12632696681.138422,-1868683266.462098,4318156298.57611,9085672243.400108,-8314540382.562312,1419529153545.4512,-240933.5302280764,0.8031669854059933,-0.9418927876032305,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Heave,0.5235987755982988,-2777901320324.655,-68858977801.451,11907463045.139456,-13686937604.119705,-4750742241.1503,5365041237.319605,7156720803.989156,-8321896366.8001,1419529153545.4512,-240933.5302280764,0.7186051944899977,-0.9247358564059919,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Heave,1.5707963267948966,-2777901320324.655,-68858977801.451,35087954636.8214,-14069838204.901236,-25276903100.25269,-5755237.570063196,9811051536.568714,-14075593442.471298,1419529153545.4512,-240933.5302280764,0.09368121382095584,-1.0537298130728896,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Heave,3.141592653589793,-2777901320324.655,-68858977801.451,25178482161.573208,14068599314.723167,-1034315511.8273382,-3857928063.9412045,24144166649.74587,10210671250.781963,1419529153545.4512,-240933.5302280764,0.6147495586108439,-0.9152825223171537,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Roll,0.2617993877991494,9806745702935.822,-426433501731.71466,-140640307546.19598,-201215567061.27423,-153396555225.89236,-157913675287.74722,-294036862772.0884,-359129242349.0215,0.0,26928716.645272706,0.8031669854059933,-0.9418927876032305,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Roll,0.5235987755982988,9806745702935.822,-426433501731.71466,-84488969688.68839,-149737110377.90308,-478602113817.79376,-376794326055.82214,-563091083506.4822,-526531436433.7252,0.0,26928716.645272706,0.7186051944899977,-0.9247358564059919,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Roll,1.5707963267948966,9806745702935.822,-426433501731.71466,-229053013342.45575,-789227571252.333,-7323835927.224136,-3475384571326.3325,-236376849269.67987,-4264612142578.6655,0.0,26928716.645272706,0.09368121382095584,-1.0537298130728896,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Roll,3.141592653589793,9806745702935.822,-426433501731.71466,-64872949219.27927,-7594855535.593796,113572734075.77928,105179480188.6083,48699784856.500015,97584624653.01451,0.0,26928716.645272706,0.6147495586108439,-0.9152825223171537,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Pitch,0.2617993877991494,-1156158840582610.2,17408933304561.309,12321938996160.928,-34082483481924.805,5793772323595.823,11862798656195.055,18115711319756.75,-22219684825729.75,-0.0,-349053635.9848404,0.8031669854059933,-0.9418927876032305,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Pitch,0.5235987755982988,-1156158840582610.2,17408933304561.309,12641554679843.379,-37255909660423.305,4628677723245.305,13906138044772.184,17270232403088.684,-23349771615651.12,-0.0,-349053635.9848404,0.7186051944899977,-0.9247358564059919,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Pitch,1.5707963267948966,-1156158840582610.2,17408933304561.309,6311815353193.614,-8541834869036.201,-6589493877009.207,-357809425076.6159,-277678523815.5928,-8899644294112.816,-0.0,-349053635.9848404,0.09368121382095584,-1.0537298130728896,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Pitch,3.141592653589793,-1156158840582610.2,17408933304561.309,-38844618681670.17,-2147565793686.8967,6019549501487.261,-10952177697985.361,-32825069180182.91,-13099743491672.258,-0.0,-349053635.9848404,0.6147495586108439,-0.9152825223171537,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Yaw,0.2617993877991494,-3775330983492.028,-444426795294.54663,20523229263.67856,1625185092989.2422,1036012637843.9991,-437832710549.1876,1056535867107.6777,1187352382440.0547,0.0,0.0,0.8031669854059933,-0.9418927876032305,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Yaw,0.5235987755982988,-3775330983492.028,-444426795294.54663,219945225301.32776,2971136886331.308,2407870799283.175,-623226551447.311,2627816024584.5024,2347910334883.997,0.0,0.0,0.7186051944899977,-0.9247358564059919,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Yaw,1.5707963267948966,-3775330983492.028,-444426795294.54663,2086251739780.7178,-902022945751.9668,210135827327.84833,2198952292273.9658,2296387567108.566,1296929346521.999,0.0,0.0,0.09368121382095584,-1.0537298130728896,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Heave,Yaw,3.141592653589793,-3775330983492.028,-444426795294.54663,301738601681.33435,-187758640518.76855,-176469874349.45752,-39530200136.82129,125268727331.87683,-227288840655.58984,0.0,0.0,0.6147495586108439,-0.9152825223171537,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
0.1,Roll,Surge,0.2617993877991494,-6756953021303.876,-265935398630.1113,-1790022457.6403084,2723477500.2595487,-1727950514.4140866,-823271449.5229046,-3517972972.0543947,1900206050.736644,0.0,0.0,0.00012171528717299323,0.0001234049275624911,9.81,1025.0,sree/Hull_cleaned.stl,200.0,0.0,0.015915494309189534,62.83185307179586,0.0023372593024948304,2688.270531418062
